,ID,Robocrys_description,N_tokens,SG,SG_symbol,Crystal_system,Structure_types
1573,mp-11539,SmPd2Al3 crystallizes in the hexagonal P6/mmm space group. Sm is bonded in a distorted hexagonal planar geometry to six equivalent Pd atoms. All Sm-Pd bond lengths are 3.13 Å. Pd is bonded in a 9-coordinate geometry to three equivalent Sm and six equivalent Al atoms. All Pd-Al bond lengths are 2.62 Å. Al is bonded in a 4-coordinate geometry to four equivalent Pd atoms.,64,191,P6/mmm,hexagonal,
1574,mp-22505,GdPd2Al3 crystallizes in the hexagonal P6/mmm space group. Gd is bonded in a distorted hexagonal planar geometry to six equivalent Pd atoms. All Gd-Pd bond lengths are 3.12 Å. Pd is bonded in a 9-coordinate geometry to three equivalent Gd and six equivalent Al atoms. All Pd-Al bond lengths are 2.61 Å. Al is bonded in a 4-coordinate geometry to four equivalent Pd atoms.,64,191,P6/mmm,hexagonal,
1575,mp-3040,TbCo3B2 crystallizes in the hexagonal P6/mmm space group. Tb1+ is bonded in a hexagonal planar geometry to six equivalent B2- atoms. All Tb-B bond lengths are 2.91 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B2- atoms. All Co-B bond lengths are 2.06 Å. B2- is bonded in a 6-coordinate geometry to three equivalent Tb1+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1576,mp-5019,YCo3B2 crystallizes in the hexagonal P6/mmm space group. Y3+ is bonded in a hexagonal planar geometry to six equivalent B3- atoms. All Y-B bond lengths are 2.91 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B3- atoms. All Co-B bond lengths are 2.06 Å. B3- is bonded in a 6-coordinate geometry to three equivalent Y3+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1577,mp-21252,GdCo3B2 crystallizes in the hexagonal P6/mmm space group. Gd3+ is bonded in a hexagonal planar geometry to six equivalent B3- atoms. All Gd-B bond lengths are 2.92 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B3- atoms. All Co-B bond lengths are 2.07 Å. B3- is bonded in a 6-coordinate geometry to three equivalent Gd3+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1578,mp-4785,CePd2Al3 crystallizes in the hexagonal P6/mmm space group. Ce is bonded in a distorted hexagonal planar geometry to six equivalent Pd atoms. All Ce-Pd bond lengths are 3.14 Å. Pd is bonded in a 9-coordinate geometry to three equivalent Ce and six equivalent Al atoms. All Pd-Al bond lengths are 2.63 Å. Al is bonded in a 4-coordinate geometry to four equivalent Pd atoms.,64,191,P6/mmm,hexagonal,
1579,mp-4938,ScCo3B2 crystallizes in the hexagonal P6/mmm space group. Sc1+ is bonded in a hexagonal planar geometry to six equivalent B2- atoms. All Sc-B bond lengths are 2.81 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B2- atoms. All Co-B bond lengths are 2.03 Å. B2- is bonded in a 6-coordinate geometry to three equivalent Sc1+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1580,mp-5353,ErCo3B2 crystallizes in the hexagonal P6/mmm space group. Er3+ is bonded in a hexagonal planar geometry to six equivalent B3- atoms. All Er-B bond lengths are 2.86 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B3- atoms. All Co-B bond lengths are 2.06 Å. B3- is bonded in a 6-coordinate geometry to three equivalent Er3+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1581,mp-13118,CePd2Zn3 crystallizes in the hexagonal P6/mmm space group. Ce is bonded in a distorted hexagonal planar geometry to six equivalent Pd atoms. All Ce-Pd bond lengths are 3.07 Å. Pd is bonded in a 9-coordinate geometry to three equivalent Ce and six equivalent Zn atoms. All Pd-Zn bond lengths are 2.65 Å. Zn is bonded in a 4-coordinate geometry to four equivalent Pd atoms.,64,191,P6/mmm,hexagonal,
1582,mp-15709,LuCo3B2 crystallizes in the hexagonal P6/mmm space group. Lu3+ is bonded in a hexagonal planar geometry to six equivalent B3- atoms. All Lu-B bond lengths are 2.84 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B3- atoms. All Co-B bond lengths are 2.05 Å. B3- is bonded in a 6-coordinate geometry to three equivalent Lu3+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1583,mp-5313,HoCo3B2 crystallizes in the hexagonal P6/mmm space group. Ho3+ is bonded in a hexagonal planar geometry to six equivalent B3- atoms. All Ho-B bond lengths are 2.87 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B3- atoms. All Co-B bond lengths are 2.06 Å. B3- is bonded in a 6-coordinate geometry to three equivalent Ho3+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1584,mp-20193,DyCo3B2 crystallizes in the hexagonal P6/mmm space group. Dy3+ is bonded in a hexagonal planar geometry to six equivalent B3- atoms. All Dy-B bond lengths are 2.90 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B3- atoms. All Co-B bond lengths are 2.06 Å. B3- is bonded in a 6-coordinate geometry to three equivalent Dy3+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1585,mp-5714,TmCo3B2 crystallizes in the hexagonal P6/mmm space group. Tm3+ is bonded in a hexagonal planar geometry to six equivalent B3- atoms. All Tm-B bond lengths are 2.85 Å. Co1+ is bonded in a square co-planar geometry to four equivalent B3- atoms. All Co-B bond lengths are 2.06 Å. B3- is bonded in a 6-coordinate geometry to three equivalent Tm3+ and six equivalent Co1+ atoms.,64,191,P6/mmm,hexagonal,
1586,mp-23418,Hg3S2Cl2 crystallizes in the cubic I2_13 space group. Hg2+ is bonded in a 6-coordinate geometry to two equivalent S2- and four equivalent Cl1- atoms. Both Hg-S bond lengths are 2.43 Å. There are two shorter (2.91 Å) and two longer (3.43 Å) Hg-Cl bond lengths. S2- is bonded in a 3-coordinate geometry to three equivalent Hg2+ atoms. Cl1- is bonded in a 3-coordinate geometry to six equivalent Hg2+ atoms.,69,199,I2_13,cubic,
1587,mp-27851,Hg3Se2Cl2 crystallizes in the cubic I2_13 space group. Hg2+ is bonded in a 6-coordinate geometry to two equivalent Se2- and four equivalent Cl1- atoms. Both Hg-Se bond lengths are 2.54 Å. There are two shorter (2.95 Å) and two longer (3.46 Å) Hg-Cl bond lengths. Se2- is bonded in a 3-coordinate geometry to three equivalent Hg2+ atoms. Cl1- is bonded in a 3-coordinate geometry to six equivalent Hg2+ atoms.,69,199,I2_13,cubic,
1588,mp-30676,Zr3Ti2Ga3 crystallizes in the hexagonal P63/mcm space group. Zr is bonded in a 5-coordinate geometry to five equivalent Ga atoms. There are a spread of Zr-Ga bond distances ranging from 2.77-3.01 Å. Ti is bonded in a 6-coordinate geometry to six equivalent Ga atoms. All Ti-Ga bond lengths are 2.78 Å. Ga is bonded in a 9-coordinate geometry to five equivalent Zr and four equivalent Ti atoms.,67,193,P6_3/mcm,hexagonal,
1589,mp-1079175,MgAu2Ga crystallizes in the hexagonal P63/mmc space group. Mg is bonded in a 8-coordinate geometry to eight equivalent Au atoms. There are six shorter (2.89 Å) and two longer (2.95 Å) Mg-Au bond lengths. Au is bonded in a 7-coordinate geometry to four equivalent Mg and three equivalent Ga atoms. All Au-Ga bond lengths are 2.65 Å. Ga is bonded in a 6-coordinate geometry to six equivalent Au atoms.,69,194,P6_3/mmc,hexagonal,
1590,mp-1078242,YPd2Al crystallizes in the hexagonal P63/mmc space group. Y is bonded in a 8-coordinate geometry to eight equivalent Pd atoms. There are six shorter (2.97 Å) and two longer (2.99 Å) Y-Pd bond lengths. Pd is bonded in a 7-coordinate geometry to four equivalent Y and three equivalent Al atoms. All Pd-Al bond lengths are 2.61 Å. Al is bonded in a 6-coordinate geometry to six equivalent Pd atoms.,69,194,P6_3/mmc,hexagonal,
1591,mp-9958,Ti2GeC is H-Phase structured and crystallizes in the hexagonal P63/mmc space group. Ti is bonded in a 3-coordinate geometry to three equivalent Ge and three equivalent C atoms. All Ti-Ge bond lengths are 2.74 Å. All Ti-C bond lengths are 2.12 Å. Ge is bonded in a 6-coordinate geometry to six equivalent Ti atoms. C is bonded to six equivalent Ti atoms to form edge-sharing CTi6 octahedra.,67,194,P6_3/mmc,hexagonal,H-Phase
1592,mp-19746,NbPbS2 crystallizes in the hexagonal P63/mmc space group. Nb2+ is bonded to six equivalent S2- atoms to form distorted edge-sharing NbS6 pentagonal pyramids. All Nb-S bond lengths are 2.49 Å. Pb2+ is bonded in a linear geometry to two equivalent S2- atoms. Both Pb-S bond lengths are 2.92 Å. S2- is bonded in a distorted rectangular see-saw-like geometry to three equivalent Nb2+ and one Pb2+ atom.,66,194,P6_3/mmc,hexagonal,
1593,mp-10797,CaNi2Si crystallizes in the hexagonal P63/mmc space group. Ca2+ is bonded in a 6-coordinate geometry to six equivalent Si4- atoms. All Ca-Si bond lengths are 3.37 Å. Ni1+ is bonded in a trigonal planar geometry to three equivalent Si4- atoms. All Ni-Si bond lengths are 2.31 Å. Si4- is bonded to six equivalent Ca2+ and six equivalent Ni1+ atoms to form a mixture of distorted corner and face-sharing SiCa6Ni6 cuboctahedra.,70,194,P6_3/mmc,hexagonal,
1594,mp-20743,LaPd2In crystallizes in the hexagonal P63/mmc space group. La is bonded in a 8-coordinate geometry to eight equivalent Pd atoms. There are two shorter (3.07 Å) and six longer (3.14 Å) La-Pd bond lengths. Pd is bonded in a 7-coordinate geometry to four equivalent La and three equivalent In atoms. All Pd-In bond lengths are 2.79 Å. In is bonded in a 6-coordinate geometry to six equivalent Pd atoms.,69,194,P6_3/mmc,hexagonal,
1595,mp-7421,KZnAs crystallizes in the hexagonal P63/mmc space group. K1+ is bonded in a 6-coordinate geometry to six equivalent As3- atoms. All K-As bond lengths are 3.53 Å. Zn2+ is bonded in a trigonal planar geometry to three equivalent As3- atoms. All Zn-As bond lengths are 2.43 Å. As3- is bonded in a distorted trigonal planar geometry to six equivalent K1+ and three equivalent Zn2+ atoms.,65,194,P6_3/mmc,hexagonal,
1596,mp-9957,V2GeC is H-Phase structured and crystallizes in the hexagonal P63/mmc space group. V is bonded in a 3-coordinate geometry to three equivalent Ge and three equivalent C atoms. All V-Ge bond lengths are 2.60 Å. All V-C bond lengths are 2.04 Å. Ge is bonded in a 6-coordinate geometry to six equivalent V atoms. C is bonded to six equivalent V atoms to form edge-sharing CV6 octahedra.,67,194,P6_3/mmc,hexagonal,H-Phase
1597,mp-20661,Ti2PbC is H-Phase structured and crystallizes in the hexagonal P63/mmc space group. Ti is bonded in a 3-coordinate geometry to three equivalent Pb and three equivalent C atoms. All Ti-Pb bond lengths are 3.02 Å. All Ti-C bond lengths are 2.15 Å. Pb is bonded in a 6-coordinate geometry to six equivalent Ti atoms. C is bonded to six equivalent Ti atoms to form edge-sharing CTi6 octahedra.,67,194,P6_3/mmc,hexagonal,H-Phase
1598,mp-12537,Ti2GaC is H-Phase structured and crystallizes in the hexagonal P63/mmc space group. Ti is bonded in a 3-coordinate geometry to three equivalent Ga and three equivalent C atoms. All Ti-Ga bond lengths are 2.82 Å. All Ti-C bond lengths are 2.11 Å. Ga is bonded in a 6-coordinate geometry to six equivalent Ti atoms. C is bonded to six equivalent Ti atoms to form edge-sharing CTi6 octahedra.,67,194,P6_3/mmc,hexagonal,H-Phase
1599,mp-20985,TaPbS2 crystallizes in the hexagonal P63/mmc space group. Ta2+ is bonded to six equivalent S2- atoms to form distorted edge-sharing TaS6 pentagonal pyramids. All Ta-S bond lengths are 2.48 Å. Pb2+ is bonded in a linear geometry to two equivalent S2- atoms. Both Pb-S bond lengths are 2.93 Å. S2- is bonded in a 4-coordinate geometry to three equivalent Ta2+ and one Pb2+ atom.,64,194,P6_3/mmc,hexagonal,
1600,mp-1079076,Hf2PbC is H-Phase structured and crystallizes in the hexagonal P63/mmc space group. Hf is bonded in a 3-coordinate geometry to three equivalent Pb and three equivalent C atoms. All Hf-Pb bond lengths are 3.13 Å. All Hf-C bond lengths are 2.28 Å. Pb is bonded in a 6-coordinate geometry to six equivalent Hf atoms. C is bonded to six equivalent Hf atoms to form edge-sharing CHf6 octahedra.,67,194,P6_3/mmc,hexagonal,H-Phase
1601,mp-7437,KZnP crystallizes in the hexagonal P63/mmc space group. K1+ is bonded in a 6-coordinate geometry to six equivalent P3- atoms. All K-P bond lengths are 3.46 Å. Zn2+ is bonded in a trigonal planar geometry to three equivalent P3- atoms. All Zn-P bond lengths are 2.35 Å. P3- is bonded in a distorted trigonal planar geometry to six equivalent K1+ and three equivalent Zn2+ atoms.,65,194,P6_3/mmc,hexagonal,
1602,mp-12815,Na2LiAu3 crystallizes in the hexagonal P63/mmc space group. Na1+ is bonded in a 9-coordinate geometry to nine equivalent Au1- atoms. All Na-Au bond lengths are 3.18 Å. Li1+ is bonded in a hexagonal planar geometry to six equivalent Au1- atoms. All Li-Au bond lengths are 2.70 Å. Au1- is bonded in a 2-coordinate geometry to six equivalent Na1+ and two equivalent Li1+ atoms.,63,194,P6_3/mmc,hexagonal,
1603,mp-3469,ZrNi2Sb crystallizes in the hexagonal P63/mmc space group. Zr1+ is bonded in a 6-coordinate geometry to six equivalent Sb3- atoms. All Zr-Sb bond lengths are 3.19 Å. Ni1+ is bonded in a trigonal non-coplanar geometry to three equivalent Sb3- atoms. All Ni-Sb bond lengths are 2.55 Å. Sb3- is bonded to six equivalent Zr1+ and six equivalent Ni1+ atoms to form a mixture of distorted corner and face-sharing SbZr6Ni6 cuboctahedra.,70,194,P6_3/mmc,hexagonal,
1604,mp-12029,Li2CuP crystallizes in the hexagonal P63/mmc space group. Li1+ is bonded in a 4-coordinate geometry to four equivalent P3- atoms. There is one shorter (2.58 Å) and three longer (2.63 Å) Li-P bond lengths. Cu1+ is bonded in a trigonal planar geometry to three equivalent P3- atoms. All Cu-P bond lengths are 2.30 Å. P3- is bonded in a 11-coordinate geometry to eight equivalent Li1+ and three equivalent Cu1+ atoms.,70,194,P6_3/mmc,hexagonal,
1605,mp-19178,AgCoO2 crystallizes in the hexagonal P63/mmc space group. Co3+ is bonded to six equivalent O2- atoms to form edge-sharing CoO6 octahedra. All Co-O bond lengths are 1.91 Å. Ag1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Ag-O bond lengths are 2.11 Å. O2- is bonded to three equivalent Co3+ and one Ag1+ atom to form a mixture of distorted corner and edge-sharing OCo3Ag tetrahedra.,69,194,P6_3/mmc,hexagonal,
1606,mp-28553,Ca2NI is H-Phase structured and crystallizes in the hexagonal P63/mmc space group. Ca2+ is bonded in a 6-coordinate geometry to three equivalent N3- and three equivalent I1- atoms. All Ca-N bond lengths are 2.51 Å. All Ca-I bond lengths are 3.28 Å. N3- is bonded to six equivalent Ca2+ atoms to form edge-sharing NCa6 octahedra. I1- is bonded in a 6-coordinate geometry to six equivalent Ca2+ atoms.,67,194,P6_3/mmc,hexagonal,H-Phase
1607,mp-9244,LiBC crystallizes in the hexagonal P63/mmc space group. Li1+ is bonded in a 6-coordinate geometry to six equivalent C4- atoms. All Li-C bond lengths are 2.35 Å. B3+ is bonded in a trigonal planar geometry to three equivalent C4- atoms. All B-C bond lengths are 1.58 Å. C4- is bonded in a distorted trigonal planar geometry to six equivalent Li1+ and three equivalent B3+ atoms.,65,194,P6_3/mmc,hexagonal,
1608,mp-9586,SnNbS2 crystallizes in the hexagonal P63/mmc space group. Nb2+ is bonded to six equivalent S2- atoms to form distorted edge-sharing NbS6 pentagonal pyramids. All Nb-S bond lengths are 2.49 Å. Sn2+ is bonded in a linear geometry to two equivalent S2- atoms. Both Sn-S bond lengths are 2.82 Å. S2- is bonded in a distorted rectangular see-saw-like geometry to three equivalent Nb2+ and one Sn2+ atom.,66,194,P6_3/mmc,hexagonal,
1609,mp-9631,AgAlO2 crystallizes in the hexagonal P63/mmc space group. Ag1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Ag-O bond lengths are 2.11 Å. Al3+ is bonded to six equivalent O2- atoms to form edge-sharing AlO6 octahedra. All Al-O bond lengths are 1.92 Å. O2- is bonded to one Ag1+ and three equivalent Al3+ atoms to form a mixture of distorted corner and edge-sharing OAl3Ag tetrahedra.,69,194,P6_3/mmc,hexagonal,
1610,mp-4893,Hf2SnC is H-Phase structured and crystallizes in the hexagonal P63/mmc space group. Hf is bonded in a 3-coordinate geometry to three equivalent Sn and three equivalent C atoms. All Hf-Sn bond lengths are 3.06 Å. All Hf-C bond lengths are 2.27 Å. Sn is bonded in a 6-coordinate geometry to six equivalent Hf atoms. C is bonded to six equivalent Hf atoms to form edge-sharing CHf6 octahedra.,67,194,P6_3/mmc,hexagonal,H-Phase
1611,mp-3098,CuAlO2 crystallizes in the hexagonal P63/mmc space group. Cu1+ is bonded in a linear geometry to two equivalent O2- atoms. Both Cu-O bond lengths are 1.86 Å. Al3+ is bonded to six equivalent O2- atoms to form edge-sharing AlO6 octahedra. All Al-O bond lengths are 1.90 Å. O2- is bonded to one Cu1+ and three equivalent Al3+ atoms to form a mixture of distorted corner and edge-sharing OAl3Cu tetrahedra.,69,194,P6_3/mmc,hexagonal,
1612,mp-1102531,RhPSe crystallizes in the cubic P2_13 space group. Rh1+ is bonded in a distorted T-shaped geometry to three equivalent Se2- atoms. All Rh-Se bond lengths are 2.51 Å. P1+ is bonded in a single-bond geometry to one Se2- atom. The P-Se bond length is 2.31 Å. Se2- is bonded to three equivalent Rh1+ and one P1+ atom to form corner-sharing SePRh3 tetrahedra.,62,198,P2_13,cubic,
1613,mp-1103258,EuPtSi crystallizes in the cubic P2_13 space group. Eu2+ is bonded in a 4-coordinate geometry to four equivalent Si4- atoms. There is one shorter (3.23 Å) and three longer (3.27 Å) Eu-Si bond lengths. Pt2+ is bonded in a trigonal planar geometry to three equivalent Si4- atoms. All Pt-Si bond lengths are 2.33 Å. Si4- is bonded in a 3-coordinate geometry to four equivalent Eu2+ and three equivalent Pt2+ atoms.,70,198,P2_13,cubic,
